r_age,r_height,r_weight,r_reach,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_str_def_total,r_td_avg,r_td_acc_total,r_td_def_total,r_sub_avg,b_age,b_height,b_weight,b_reach,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_str_def_total,b_td_avg,b_td_acc_total,b_td_def_total,b_sub_avg,is_title_bout,age_diff,height_diff,reach_diff,wins_total_diff,losses_total_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,winner,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title,weight_class_UFC Bantamweight Title,weight_class_UFC Featherweight Title,weight_class_UFC Flyweight Title,weight_class_UFC Heavyweight Title,weight_class_UFC Interim Bantamweight Title,weight_class_UFC Interim Featherweight Title,weight_class_UFC Interim Flyweight Title,weight_class_UFC Interim Heavyweight Title,weight_class_UFC Interim Light Heavyweight Title,weight_class_UFC Interim Lightweight Title,weight_class_UFC Interim Middleweight Title,weight_class_UFC Interim Welterweight Title,weight_class_UFC Light Heavyweight Title,weight_class_UFC Lightweight Title,weight_class_UFC Middleweight Title,weight_class_UFC Welterweight Title,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 1 Middleweight Tournament Title,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title,weight_class_Ultimate Fighter 11 Middleweight Tournament Title,weight_class_Ultimate Fighter 12 Lightweight Tournament Title,weight_class_Ultimate Fighter 13 Welterweight Tournament Title,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title,weight_class_Ultimate Fighter 14 Featherweight Tournament Title,weight_class_Ultimate Fighter 15 Lightweight Tournament Title,weight_class_Ultimate Fighter 16 Welterweight Tournament Title,weight_class_Ultimate Fighter 17 Middleweight Tournament Title,weight_class_Ultimate Fighter 19 Middleweight Tournament Title,weight_class_Ultimate Fighter 2 Welterweight Tournament Title,weight_class_Ultimate Fighter 22 Lightweight Tournament Title,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 25 Welterweight Tournament Title,weight_class_Ultimate Fighter 27 Lightweight Tournament Title,weight_class_Ultimate Fighter 28 Heavyweight Tournament Title,weight_class_Ultimate Fighter 3 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Welterweight Tournament Title,weight_class_Ultimate Fighter 5 Lightweight Tournament Title,weight_class_Ultimate Fighter 6 Welterweight Tournament Title,weight_class_Ultimate Fighter 7 Middleweight Tournament Title,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 8 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Welterweight Tournament Title,weight_class_Ultimate Fighter Australia vs. UK Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title,weight_class_Ultimate Fighter Latin America Bantamweight Tournament Title,weight_class_Welterweight,r_stance_Orthodox,r_stance_Southpaw,r_stance_Switch,b_stance_Orthodox,b_stance_Southpaw,b_stance_Switch
29.0,180.34,61.23,182.88,18,1,7.63,3.52,0.61,0.62,0.35,0.42,0.62,0.3,31.0,172.72,61.23,177.8,23,9,4.31,5.48,0.49,0.5,0.53,0.39,0.7,0.9,1,-2.0,7.6200000000000045,5.079999999999984,-5,-8,3.3200000000000003,-1.9600000000000004,0.12,0.12,-0.18,0.0299999999999999,-0.0799999999999999,-0.6000000000000001,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35.0,175.26,70.31,182.88,30,8,5.45,4.36,0.51,0.53,1.33,0.36,0.63,1.4,28.0,180.34,70.31,185.42,13,2,5.7,4.98,0.54,0.42,4.76,0.37,0.69,1.5,0,7.0,-5.0800000000000125,-2.539999999999992,17,6,-0.25,-0.6200000000000001,-0.03,0.11,-3.4299999999999997,-0.01,-0.0599999999999999,-0.1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
31.0,190.5,77.11,205.74,25,11,4.24,3.19,0.49,0.5,0.85,0.38,0.54,0.6,36.0,190.5,77.11,200.66,22,2,3.14,1.6,0.69,0.55,0.77,0.25,0.66,0.0,0,-5.0,0.0,5.0800000000000125,3,9,1.1,1.59,-0.1999999999999999,-0.05,0.0799999999999999,0.13,-0.12,0.6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
37.0,177.8,77.11,180.34,22,7,3.29,3.42,0.48,0.54,2.24,0.38,0.5,0.5,27.0,180.34,77.11,185.42,17,2,6.74,4.27,0.53,0.66,0.21,0.16,0.7,0.2,0,10.0,-2.539999999999992,-5.079999999999984,5,5,-3.45,-0.8499999999999996,-0.05,-0.12,2.03,0.22,-0.1999999999999999,0.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
31.0,170.18,61.23,170.18,17,5,5.14,4.36,0.53,0.58,1.73,0.51,0.85,0.1,26.0,172.72,61.23,170.18,21,8,4.49,3.96,0.43,0.55,0.66,0.4,0.72,0.2,0,5.0,-2.539999999999992,0.0,-4,-3,0.6499999999999995,0.4000000000000003,0.1,0.0299999999999999,1.0699999999999998,0.1099999999999999,0.13,-0.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
33.0,193.04,120.2,203.2,18,4,3.53,1.83,0.5,0.59,5.72,0.53,0.31,0.0,32.0,190.5,92.99,200.66,20,3,2.54,0.74,0.64,0.4,6.88,0.59,0.75,2.2,0,1.0,2.539999999999992,2.539999999999992,-2,1,0.9899999999999998,1.09,-0.14,0.1899999999999999,-1.16,-0.0599999999999999,-0.44,-2.2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,177.8,70.31,177.8,24,2,3.09,3.07,0.51,0.59,5.28,0.35,0.9,0.1,39.0,172.72,70.31,177.8,32,16,3.48,3.21,0.47,0.6,1.95,0.35,0.55,0.6,0,-6.0,5.0800000000000125,0.0,-8,-14,-0.3900000000000001,-0.1400000000000001,0.04,-0.01,3.33,0.0,0.35,-0.5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
37.0,167.64,61.23,165.1,20,9,5.32,6.23,0.43,0.56,0.51,0.18,0.82,0.5,28.0,172.72,61.23,182.88,12,2,5.72,3.38,0.45,0.61,2.41,0.46,0.75,0.5,0,9.0,-5.0800000000000125,-17.78,8,7,-0.3999999999999994,2.8500000000000005,-0.02,-0.0499999999999999,-1.9,-0.28,0.0699999999999999,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
30.0,185.42,92.99,190.5,17,10,4.44,3.43,0.43,0.47,4.17,0.57,0.76,0.0,38.0,187.96,92.99,198.12,18,5,3.8,3.59,0.49,0.46,1.65,0.33,1.0,0.0,0,-8.0,-2.5400000000000205,-7.6200000000000045,-1,5,0.6400000000000006,-0.1599999999999997,-0.06,0.0099999999999999,2.52,0.2399999999999999,-0.24,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30.0,185.42,83.91,185.42,30,11,5.15,3.71,0.54,0.58,1.55,0.55,0.94,0.7,29.0,182.88,83.91,187.96,19,7,5.06,4.26,0.5,0.61,0.75,0.44,0.48,0.0,0,1.0,2.539999999999992,-2.5400000000000205,11,4,0.0900000000000007,-0.5499999999999998,0.04,-0.03,0.8,0.11,0.4599999999999999,0.7,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
35.0,200.66,120.2,213.36,5,0,23.33,6.67,0.77,0.6,0.0,0.0,0.0,0.0,34.0,193.04,120.2,200.66,15,8,4.55,4.88,0.48,0.41,0.98,0.33,0.46,0.2,0,1.0,7.6200000000000045,12.700000000000015,-10,-8,18.78,1.79,0.29,0.19,-0.98,-0.33,-0.46,-0.2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
32.0,167.64,56.7,172.72,12,5,5.24,4.62,0.57,0.52,0.0,0.0,0.6,0.2,30.0,162.56,56.7,165.1,19,2,3.02,1.42,0.59,0.53,7.12,0.57,0.0,1.3,0,2.0,5.079999999999984,7.6200000000000045,-7,3,2.22,3.2,-0.02,-0.01,-7.12,-0.57,0.6,-1.1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,187.96,109.77,198.12,14,5,3.44,2.78,0.49,0.47,0.0,0.0,0.75,0.0,34.0,193.04,120.2,198.12,12,1,2.63,4.73,0.44,0.42,0.53,0.14,1.0,0.5,0,2.0,-5.079999999999984,0.0,2,4,0.81,-1.9500000000000008,0.0499999999999999,0.0499999999999999,-0.53,-0.14,-0.25,-0.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26.0,187.96,92.99,195.58,11,0,2.74,2.49,0.45,0.45,3.86,0.68,0.71,0.8,32.0,190.5,92.99,200.66,10,5,2.9,2.39,0.59,0.56,0.76,0.3,0.5,0.8,0,-6.0,-2.539999999999992,-5.079999999999984,1,-5,-0.1599999999999997,0.1,-0.1399999999999999,-0.11,3.0999999999999996,0.38,0.2099999999999999,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
32.0,167.64,56.7,165.1,24,8,4.12,3.14,0.46,0.59,2.26,0.44,0.82,1.0,23.0,170.18,56.7,177.8,12,0,1.53,1.36,0.48,0.57,5.75,0.41,0.0,1.0,0,9.0,-2.5400000000000205,-12.700000000000015,12,8,2.59,1.78,-0.0199999999999999,0.02,-3.49,0.03,0.82,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28.0,172.72,61.23,175.26,17,0,4.75,0.56,0.69,0.76,4.51,0.56,1.0,0.6,26.0,170.18,61.23,172.72,11,2,0.2,4.53,0.18,0.3,0.0,0.0,0.0,0.0,0,2.0,2.539999999999992,2.539999999999992,6,-2,4.55,-3.97,0.51,0.46,4.51,0.56,1.0,0.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,172.72,56.7,177.8,16,8,4.23,4.56,0.38,0.55,0.59,0.44,0.5,1.0,28.0,172.72,56.7,172.72,12,1,4.57,3.64,0.48,0.55,1.69,0.3,0.77,0.8,0,6.0,0.0,5.0800000000000125,4,7,-0.3399999999999998,0.9199999999999996,-0.0999999999999999,0.0,-1.1,0.14,-0.27,0.1999999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,185.42,83.91,190.5,16,8,3.41,4.17,0.47,0.5,1.79,0.26,0.79,0.1,35.0,187.96,83.91,203.2,13,11,2.65,3.62,0.47,0.5,1.26,0.4,0.67,0.1,0,1.0,-2.5400000000000205,-12.699999999999989,3,-3,0.7600000000000002,0.5499999999999998,0.0,0.0,0.53,-0.14,0.12,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28.0,175.26,61.23,177.8,20,3,5.42,2.94,0.47,0.5,1.69,0.5,0.4,0.0,23.0,167.64,61.23,167.64,11,3,3.06,4.56,0.52,0.53,3.06,0.75,0.5,0.0,0,5.0,7.6200000000000045,10.160000000000023,9,0,2.36,-1.6199999999999997,-0.05,-0.03,-1.37,-0.25,-0.0999999999999999,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
36.0,172.72,61.23,172.72,11,2,3.43,3.61,0.43,0.71,0.2,0.16,0.79,0.0,28.0,175.26,61.23,175.26,14,1,5.42,2.97,0.53,0.62,1.7,0.4,0.85,0.2,0,8.0,-2.539999999999992,-2.539999999999992,-3,1,-1.99,0.6399999999999997,-0.1,0.0899999999999999,-1.5,-0.24,-0.0599999999999999,-0.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28.0,187.96,83.91,200.66,10,1,5.96,3.82,0.62,0.5,0.45,0.14,0.5,0.0,31.0,185.42,83.91,195.58,11,5,3.59,4.9,0.51,0.3,0.56,0.5,0.66,0.0,0,-3.0,2.5400000000000205,5.079999999999984,-1,-4,2.37,-1.0800000000000003,0.1099999999999999,0.2,-0.11,-0.36,-0.16,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
29.0,170.18,70.31,182.88,21,4,3.96,3.74,0.55,0.53,1.77,0.47,0.83,0.0,29.0,177.8,70.31,180.34,11,4,7.66,11.9,0.29,0.48,0.0,0.0,0.33,0.0,0,0.0,-7.6200000000000045,2.539999999999992,10,0,-3.7,-8.16,0.26,0.05,1.77,0.47,0.4999999999999999,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28.0,172.72,70.31,175.26,15,4,4.14,3.6,0.34,0.59,2.32,0.3,0.2,0.0,33.0,180.34,70.31,175.26,18,5,2.93,4.73,0.42,0.45,6.73,0.57,0.55,0.0,0,-5.0,-7.6200000000000045,0.0,-3,-1,1.2099999999999995,-1.1300000000000003,-0.0799999999999999,0.1399999999999999,-4.41,-0.2699999999999999,-0.35,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
30.0,170.18,56.7,177.8,21,8,3.87,3.63,0.44,0.59,1.74,0.46,0.63,0.5,31.0,175.26,56.7,172.72,16,7,4.33,3.42,0.36,0.46,0.47,0.6,0.4,1.1,0,-1.0,-5.079999999999984,5.0800000000000125,5,1,-0.4599999999999999,0.2099999999999999,0.08,0.1299999999999999,1.27,-0.1399999999999999,0.2299999999999999,-0.6000000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
31.0,180.34,65.77,180.34,16,5,4.65,3.99,0.46,0.52,0.69,0.27,0.58,0.7,33.0,172.72,65.77,175.26,16,3,4.07,6.54,0.38,0.49,1.17,0.27,0.57,1.2,0,-2.0,7.6200000000000045,5.0800000000000125,0,2,0.5800000000000001,-2.55,0.08,0.03,-0.48,0.0,0.01,-0.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
24.0,185.42,70.31,195.58,15,1,5.86,5.06,0.41,0.56,0.22,0.33,0.94,0.2,21.0,177.8,70.31,175.26,12,2,4.58,5.66,0.41,0.52,0.0,0.0,0.25,0.4,0,3.0,7.619999999999976,20.32000000000002,3,-1,1.2800000000000002,-0.6000000000000005,0.0,0.04,0.22,0.33,0.69,-0.2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
29.0,177.8,70.31,185.42,15,2,8.14,3.15,0.58,0.56,3.26,0.66,0.88,1.6,30.0,177.8,70.31,180.34,11,2,4.88,3.65,0.46,0.49,3.85,0.38,0.33,0.0,0,-1.0,0.0,5.079999999999984,4,0,3.2600000000000007,-0.5,0.1199999999999999,0.07,-0.5900000000000003,0.28,0.55,1.6,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
27.0,172.72,61.23,177.8,18,5,4.19,4.55,0.4,0.55,1.37,0.37,0.84,0.0,36.0,170.18,61.23,170.18,18,5,5.22,4.79,0.51,0.61,1.86,0.32,0.85,0.6,0,-9.0,2.539999999999992,7.6200000000000045,0,0,-1.0299999999999994,-0.2400000000000002,-0.1099999999999999,-0.0599999999999999,-0.49,0.0499999999999999,-0.01,-0.6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28.0,162.56,56.7,157.48,10,2,1.49,1.11,0.5,0.59,1.9,0.33,0.4,1.4,25.0,167.64,56.7,180.34,10,3,1.66,4.14,0.4,0.3,2.54,0.27,0.55,0.4,0,3.0,-5.079999999999984,-22.860000000000017,0,-1,-0.1699999999999999,-3.0299999999999994,0.0999999999999999,0.29,-0.6400000000000001,0.06,-0.15,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28.0,170.18,56.7,180.34,11,5,2.69,4.1,0.48,0.43,0.0,0.0,0.41,1.7,27.0,167.64,56.7,177.8,11,6,3.95,8.28,0.45,0.34,2.32,0.5,0.0,1.2,0,1.0,2.5400000000000205,2.539999999999992,0,-1,-1.2600000000000002,-4.18,0.0299999999999999,0.0899999999999999,-2.32,-0.5,0.41,0.5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
27.0,177.8,70.31,182.88,13,4,1.56,2.78,0.49,0.46,3.17,0.36,0.6,1.2,27.0,185.42,70.31,190.5,15,4,2.7,1.72,0.48,0.65,0.81,0.23,0.67,0.2,0,0.0,-7.619999999999976,-7.6200000000000045,-2,0,-1.14,1.0599999999999998,0.01,-0.19,2.36,0.1299999999999999,-0.07,1.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
24.0,167.64,56.7,165.1,17,2,2.0,3.56,0.41,0.47,1.2,0.5,0.63,1.8,31.0,167.64,56.7,175.26,14,5,4.59,5.16,0.5,0.56,3.99,0.58,0.62,0.0,0,-7.0,0.0,-10.159999999999997,3,-3,-2.59,-1.6,-0.09,-0.09,-2.79,-0.0799999999999999,0.01,1.8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,172.72,56.7,177.8,12,4,4.55,3.7,0.57,0.54,3.43,0.39,0.63,0.0,23.0,170.18,56.7,177.8,8,1,4.53,5.07,0.34,0.4,0.0,0.0,0.16,0.5,0,10.0,2.539999999999992,0.0,4,3,0.0199999999999995,-1.37,0.2299999999999999,0.14,3.43,0.39,0.47,-0.5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
37.0,175.26,65.77,180.34,9,3,2.07,1.57,0.7,0.4,3.76,0.8,0.62,0.0,29.0,175.26,65.77,177.8,11,2,3.33,4.57,0.46,0.41,1.94,0.33,0.57,0.0,0,8.0,0.0,2.539999999999992,-2,1,-1.2600000000000002,-3.0,0.2399999999999999,-0.0099999999999999,1.82,0.47,0.05,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35.0,167.64,65.77,180.34,26,4,6.16,3.44,0.56,0.58,1.78,0.37,0.7,0.2,27.0,170.18,65.77,175.26,15,0,4.4,3.35,0.46,0.65,1.92,0.56,0.92,1.3,1,8.0,-2.5400000000000205,5.0800000000000125,11,4,1.7599999999999998,0.0899999999999998,0.1,-0.07,-0.1399999999999999,-0.19,-0.22,-1.1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,182.88,83.91,185.42,26,7,4.57,3.45,0.42,0.59,0.81,0.38,0.82,0.0,32.0,185.42,83.91,182.88,14,3,6.2,6.38,0.58,0.47,0.45,0.75,0.8,0.0,0,1.0,-2.539999999999992,2.539999999999992,12,4,-1.63,-2.9299999999999997,-0.1599999999999999,0.12,0.36,-0.37,0.0199999999999999,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,180.34,77.11,190.5,15,6,4.97,5.47,0.5,0.57,0.46,0.44,0.87,0.1,26.0,190.5,77.11,187.96,14,0,6.27,3.49,0.55,0.53,0.55,0.75,0.69,0.0,0,7.0,-10.159999999999997,2.539999999999992,1,6,-1.2999999999999998,1.9799999999999995,-0.05,0.0399999999999999,-0.09,-0.31,0.18,0.1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
